Entity,Year,Renewables (% equivalent primary energy),Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Hydro (% equivalent primary energy),Wind Capacity,Wind (% equivalent primary energy),Solar Capacity,Solar (% equivalent primary energy)
Japan,1990,5.605645,11.340126,0.001,0.0,86.895,4.9236407,,0.0,,5.6421573e-05
Japan,1991,5.9171295,11.650857,0.001,0.0,94.416,5.2319036,,0.0,,5.5178225e-05
Japan,1992,5.080175,11.850117,0.0105,0.0,80.046,4.3897963,,0.0,,0.0005758287
Japan,1993,5.6661205,11.559372,0.0225,0.000959596,92.58,5.001819,,5.176769e-05,,0.0012156068
Japan,1994,4.097034,13.472534,0.029,0.000959596,64.462,3.3570628,,4.9900354e-05,,0.0015102685
Japan,1995,4.652009,14.295146,0.0395,0.000959596,78.793,3.9038758,,4.7474052e-05,,0.0019570666
Japan,1996,4.532676,15.247687,0.0545,0.001919192,77.173,3.7511442,,9.314859e-05,0.06,0.0026490774
Japan,1997,4.9516325,16.437628,0.096302845,0.000959596,86.44,4.1222343,0.017,4.5694702e-05,0.091,0.004592582
Japan,1998,5.170876,16.172628,0.14324625,0.007070707,89.079,4.334611,0.03,0.00034420524,0.133,0.0069704033
Japan,1999,4.8562875,16.48681,0.218025,0.036363635,83.792,4.0116553,0.068,0.0017409594,0.209,0.010438241
Japan,2000,4.8274536,16.111082,0.34406173,0.109,84.468,4.001152,0.084,0.0051632067,0.33,0.016297806
Japan,2001,4.716366,16.02874,0.49973923,0.252,81.537,3.8739123,0.175,0.011972794,0.453,0.023743154
Japan,2002,4.702637,16.93931,0.69462,0.413,80.6,3.799117,0.277,0.019466938,0.637,0.032741223
Japan,2003,5.3320413,17.876465,0.953955,0.832,92.472,4.3463707,0.508,0.039105684,0.86,0.04483781
Japan,2004,5.25767,18.053455,1.2716222,1.44,91.667,4.2321877,0.769,0.06648358,1.132,0.058709707
Japan,2005,4.790323,21.686,1.6300883,1.91,77.5615,3.546054,1.227,0.08732378,1.422,0.07452642
Japan,2006,5.3090086,21.528,1.99563,2.135,88.80701,4.0439086,1.805,0.097219184,1.708,0.09087285
Japan,2007,4.7619534,22.198,2.3124676,2.74,74.50974,3.4081507,1.527,0.12533036,1.919,0.105774604
Japan,2008,4.830859,21.293,2.5939713,2.945,75.164375,3.4778197,1.756,0.13626374,2.144,0.1200218
Japan,2009,5.021396,20.32575,3.0455124,3.4273024,70.46622,3.5511658,1.997,0.1727199,2.627,0.15347949
Japan,2010,5.684884,21.827084,3.9813788,3.925729,88.50272,4.158159,2.294,0.18444408,3.618,0.18705869
Japan,2011,5.733157,21.105194,5.43915,4.459041,82.48676,4.066648,2.419,0.21983345,4.914,0.26815343
Japan,2012,5.6502047,22.129982,7.371903,4.727417,77.09999,3.8073256,2.562,0.23344769,6.632000000000001,0.3640368
Japan,2013,6.1299677,23.1767,12.908781,5.133169,79.33157,3.9225023,2.646,0.2538065,13.599,0.63826704
Japan,2014,6.9359174,23.62768,23.548166,5.013972,81.70858,4.120058,2.753,0.25282356,23.339,1.1873882
Japan,2015,8.068797,28.485174,34.540173,5.2228065,85.765114,4.3606544,2.8080000000000003,0.26554915,34.15,1.7561655
Japan,2016,7.9758606,23.670853,43.32569,5.340769,79.42587,4.066575,3.247,0.27344534,42.04,2.2182593
Japan,2017,8.634004,27.389729,54.24169,5.8271704,79.29134,3.987219,3.483,0.2930232,49.5,2.72758
Japan,2018,9.322305,30.131918,62.11436,6.4448814,81.10679,4.0763874,3.498,0.32391658,56.162,3.1218371
Japan,2019,9.565927,32.15621,67.746254,6.748665,73.64051,3.7758522,3.951,0.34603184,63.192,3.4736295
Japan,2020,11.155339,34.80145,75.13509,7.819281,77.414116,4.2722745,4.371,0.4315248,69.764,4.146501
Japan,2021,11.428995,35.75764,86.26627,8.249907,77.63623,4.1224623,4.471,0.4380678,74.191,4.5807147
Lower-middle-income countries,1965,8.10957,0.0,0.0,0.0,30.508142,8.10957,,0.0,,0.0
Lower-middle-income countries,1966,7.9973116,0.0,0.0,0.0,31.975643,7.9973116,,0.0,,0.0
Lower-middle-income countries,1967,8.505275,0.0,0.0,0.0,35.482807,8.505275,,0.0,,0.0
Lower-middle-income countries,1968,9.266727,0.0,0.0,0.0,41.705223,9.266727,,0.0,,0.0
Lower-middle-income countries,1969,9.516994,0.0,0.0,0.0,46.369812,9.516994,,0.0,,0.0
Lower-middle-income countries,1970,9.870375,0.0,0.0,0.0,50.074368,9.870375,,0.0,,0.0
Lower-middle-income countries,1971,9.800651,0.0,0.0,0.0,51.6863,9.800651,,0.0,,0.0
Lower-middle-income countries,1972,9.375169,0.0,0.0,0.0,52.052994,9.375169,,0.0,,0.0
Lower-middle-income countries,1973,9.139721,0.0,0.0,0.0,54.179226,9.139721,,0.0,,0.0
Lower-middle-income countries,1974,8.678183,0.0,0.0,0.0,54.110386,8.678183,,0.0,,0.0
Lower-middle-income countries,1975,9.044274,0.0,0.0,0.0,62.223434,9.044274,,0.0,,0.0
Lower-middle-income countries,1976,9.08003,0.0,0.0,0.0,66.057434,9.08003,,0.0,,0.0
Lower-middle-income countries,1977,9.055832,0.001,0.0,0.0,72.35619,9.055713,,0.0,,0.0
Lower-middle-income countries,1978,10.569523,0.003,0.0,0.0,88.563484,10.56918,,0.0,,0.0
Lower-middle-income countries,1979,9.617565,0.63694,0.0,0.0,86.83935,9.550347,,0.0,,0.0
Lower-middle-income countries,1980,9.718476,2.04485,0.0,0.0,89.82618,9.510716,,0.0,,0.0
Lower-middle-income countries,1981,9.626466,3.91219,0.0,0.0,94.75383,9.255737,,0.0,,0.0
Lower-middle-income countries,1982,8.509579,3.90786,0.0,0.0,87.082695,8.154562,,0.0,,0.0
Lower-middle-income countries,1983,7.894793,4.93498,0.0,0.0,86.07145,7.474657,,0.0,,0.0
Lower-middle-income countries,1984,8.204381,5.35846,0.0,0.0,94.648384,7.7739015,,0.0,,0.0
Lower-middle-income countries,1985,4.872651,5.94218,0.0,0.0,110.09123,4.6279573,,0.0,,0.0
Lower-middle-income countries,1986,4.8405943,5.5733,0.0,0.0,112.18494,4.615641,,0.0,,0.0
Lower-middle-income countries,1987,4.6551576,4.89597,0.0,0.0,113.718864,4.4687724,,0.0,,0.0
Lower-middle-income countries,1988,4.949453,5.22291,0.0,0.0,125.43052,4.7576346,,0.0,,0.0
Lower-middle-income countries,1989,5.1484327,5.70166,0.0,0.0,134.37073,4.9453344,,0.0,,0.0
Lower-middle-income countries,1990,4.929366,7.060766,0.0,0.03030303,141.2857,4.701037,,0.001008282,,0.0
Lower-middle-income countries,1991,5.1763687,6.904531,0.0,0.11291,149.81071,4.9531894,,0.003733141,,0.0
Lower-middle-income countries,1992,5.238674,6.905132,0.0,0.08847,149.34587,5.0128093,,0.002969503,,0.0
Lower-middle-income countries,1993,5.683431,7.011019,0.0,0.09477,158.77457,5.448274,,0.0032519882,,0.0
Lower-middle-income countries,1994,6.012462,8.304195,0.0,0.19128,167.66705,5.7319345,,0.0065391744,,0.0
Lower-middle-income countries,1995,5.6988525,8.911325,0.001010101,0.49647,165.12077,5.400669,,0.016238239,,3.3183136e-05
Lower-middle-income countries,1996,5.5145593,9.6330185,0.006060606,0.87838,163.25507,5.1897006,,0.027922742,0.0001,0.00019261189
Lower-middle-income countries,1997,5.0545955,10.947046,0.006060606,0.988,151.91847,4.695539,0.955,0.03053738,0.0001,0.00018727606
Lower-middle-income countries,1998,5.9053106,13.493027,0.006060606,1.082,182.12651,5.478432,1.011,0.032546856,0.0001,0.00018225968
Lower-middle-income countries,1999,5.705437,16.22081,0.006060606,1.4994999,180.38603,5.2068377,1.108,0.043283038,0.0011,0.00017489547
Lower-middle-income countries,2000,5.197896,19.11118,0.0077027073,1.7724,166.75185,4.6304994,1.09565,0.04921752,0.009485,0.00021398219
Lower-middle-income countries,2001,5.124023,19.41785,0.012914208,2.523,168.9105,4.544417,1.7488800000000002,0.067879476,0.014947,0.0003474498
Lower-middle-income countries,2002,4.861276,19.586494,0.015833436,2.5473058,166.2944,4.298436,1.80288,0.06584368,0.017216,0.00040930844
Lower-middle-income countries,2003,4.893047,19.877983,0.02056662,3.1552858,174.54283,4.328136,2.67877,0.07824166,0.019419,0.0005098934
Lower-middle-income countries,2004,5.5462184,21.338034,0.0247219,6.010386,211.50812,4.9150047,4.13267,0.13966882,0.022633,0.0005744925
Lower-middle-income countries,2005,5.3810964,20.604858,0.028815163,6.836186,215.82555,4.777386,4.80387,0.15132177,0.0287399999999999,0.00063768064
Lower-middle-income countries,2006,5.7553415,22.793058,0.02056379,10.343002,238.76332,5.0535774,6.7799700000000005,0.21891618,0.029319,0.00043525748
Lower-middle-income countries,2007,5.7296853,25.017788,0.07688847,12.871805,251.18834,4.9720902,8.470889999999999,0.2547881,0.046556,0.0015217875
Lower-middle-income countries,2008,5.3192363,28.686094,0.08936414,15.916511,234.58276,4.4593205,10.95587,0.30256614,0.05128,0.001698795
Lower-middle-income countries,2009,5.2029486,31.532812,0.11616882,18.056793,232.3654,4.2722936,11.85669,0.33199406,0.069824,0.0021358863
Lower-middle-income countries,2010,5.317025,33.94342,0.22069448,21.907661,246.90303,4.312773,14.23569,0.38267168,0.115948,0.0038548554
Lower-middle-income countries,2011,5.6120405,37.01412,1.2224109,26.671139,273.66956,4.5095153,17.3259,0.4394859,0.810338,0.020142779
Lower-middle-income countries,2012,5.2002983,40.289253,3.141129,30.35956,251.3418,3.9882753,18.725984,0.48174345,1.437833,0.049843192
Lower-middle-income countries,2013,6.032141,42.081776,4.359484,34.182175,306.7076,4.7376266,20.279086,0.5280025,2.3377800000000004,0.06733976
Lower-middle-income countries,2014,5.936752,45.72452,6.001485,38.54988,307.54987,4.547234,25.255436000000003,0.56997377,4.502354,0.088734
Lower-middle-income countries,2015,5.766291,52.917633,7.929495,40.27542,292.8988,4.2321963,28.282785,0.58195364,7.127592,0.11457611
Lower-middle-income countries,2016,5.848174,48.68915,15.079771,52.428333,303.51303,4.186105,32.326934,0.7231007,12.678287,0.20798284
Lower-middle-income countries,2017,6.348325,50.999702,26.580437,62.672504,335.06833,4.4317884,36.894516,0.8289392,21.732004,0.3515668
Lower-middle-income countries,2018,6.516345,66.78398,42.837578,74.080894,332.80484,4.1366124,40.403625,0.92079175,32.703129000000004,0.53245157
Lower-middle-income countries,2019,7.0110745,70.80643,61.917274,81.50903,361.89563,4.3384366,43.348625,0.9771375,50.293746,0.7422698
Lower-middle-income countries,2020,7.687888,74.53367,84.38736,82.06469,365.8841,4.5649085,44.977438,1.0238701,67.738734,1.0528486
Lower-middle-income countries,2021,7.670769,78.92666,110.8203,94.06997,361.96106,4.229339,47.23652,1.099162,79.343734,1.2948816
Mexico,1965,8.934723,0.0,0.0,0.0,8.863,8.934723,,0.0,,0.0
Mexico,1966,9.63311,0.0,0.0,0.0,10.118,9.63311,,0.0,,0.0
Mexico,1967,10.291331,0.0,0.0,0.0,11.017,10.291331,,0.0,,0.0
Mexico,1968,10.842834,0.0,0.0,0.0,12.642,10.842834,,0.0,,0.0
Mexico,1969,10.4753,0.0,0.0,0.0,13.406,10.4753,,0.0,,0.0
Mexico,1970,10.981713,0.0,0.0,0.0,15.005,10.981713,,0.0,,0.0
Mexico,1971,10.142725,0.0,0.0,0.0,14.572,10.142725,,0.0,,0.0
Mexico,1972,9.780027,0.0,0.0,0.0,15.531,9.780027,,0.0,,0.0
Mexico,1973,9.648298,0.161,0.0,0.0,16.371,9.558098,,0.0,,0.0
Mexico,1974,9.094654,0.463,0.0,0.0,16.708,8.859077,,0.0,,0.0
Mexico,1975,7.7844524,0.518,0.0,0.0,15.182,7.537663,,0.0,,0.0
Mexico,1976,8.30845,0.579,0.0,0.0,17.255,8.049266,,0.0,,0.0
Mexico,1977,8.738277,0.592,0.0,0.0,19.193,8.487074,,0.0,,0.0
Mexico,1978,6.597964,0.598,0.0,0.0,16.217,6.372474,,0.0,,0.0
Mexico,1979,6.7473717,1.019,0.0,0.0,18.008,6.399861,,0.0,,0.0
Mexico,1980,5.803558,0.915,0.0,0.0,16.91,5.5170903,,0.0,,0.0
Mexico,1981,7.5373626,0.964,0.0,0.0,24.618,7.264395,,0.0,,0.0
Mexico,1982,6.8430967,1.296,0.0,0.0,22.924,6.49096,,0.0,,0.0
Mexico,1983,6.308686,1.353,0.0,0.0,20.733,5.936908,,0.0,,0.0
Mexico,1984,6.8312964,1.424,0.0,0.0,23.603,6.457451,,0.0,,0.0
Mexico,1985,7.82051,1.641,0.0,0.0,28.427292,7.410039,,0.0,,0.0
Mexico,1986,6.596592,3.394,0.0,0.0,21.2975,5.7216263,,0.0,,0.0
Mexico,1987,6.1185946,4.418,0.0,0.0,19.285194,5.0159335,,0.0,,0.0
Mexico,1988,6.7846127,4.633,0.0,0.0,21.836111,5.636938,,0.0,,0.0
Mexico,1989,7.2933803,4.675,0.0,0.0,25.354195,6.1969137,,0.0,,0.0
Mexico,1990,6.8308434,5.124,0.001,0.001,24.480944,5.68796,,0.00023135665,,0.00023135665
Mexico,1991,6.324605,5.8325124,0.002,0.001,22.625263,5.061256,,0.00022275026,,0.00044760195
Mexico,1992,7.251022,6.365523,0.003,0.001,26.813694,5.8929014,,0.00021883973,,0.00065858365
Mexico,1993,7.209392,6.4997606,0.004,0.001,26.65493,5.8281927,,0.00021772584,,0.0008750114
Mexico,1994,5.4481173,6.2185254,0.005,0.005,20.27132,4.1955853,,0.0010343557,,0.0010343557
Mexico,1995,7.1109824,6.4144435,0.005,0.007,27.598667,5.796837,,0.0014699651,,0.0010496932
Mexico,1996,7.601215,6.184555,0.006,0.006,31.336277,6.3794622,,0.0012220396,0.01,0.0012220396
Mexico,1997,6.423585,5.8832464,0.006,0.012,26.362097,5.279362,0.002,0.0024031615,0.011,0.0012021264
Mexico,1998,5.862017,6.138586,0.007,0.015,24.592945,4.7169094,0.002,0.0028769819,0.012,0.0013423045
Mexico,1999,7.305536,6.0600014,0.007,0.017,32.71232,6.1905947,0.002,0.0032171444,0.013,0.0013244179
Mexico,2000,7.1508975,6.358645,0.007,0.019,33.07488,5.977931,0.017,0.0034340462,0.014,0.0012649014
Mexico,2001,6.3393073,6.247497,0.008,0.018,28.43533,5.1713114,0.017,0.0032735253,0.015,0.0014547548
Mexico,2002,5.4490385,6.07106,0.008,0.021,24.86159,4.355476,0.018,0.00367897,0.016,0.001402138
Mexico,2003,4.6524553,6.9497128,0.008,0.019,19.852205,3.4287248,0.018,0.00328153,0.016,0.0013813104
Mexico,2004,5.303242,7.261834,0.009,0.02,25.176394,4.0983152,0.018,0.0032556818,0.016,0.0014655973
Mexico,2005,5.473337,8.137519,0.009,0.019,27.709446,4.211103,0.018,0.0028874904,0.016,0.0013681365
Mexico,2006,5.5860863,7.4873867,0.01,0.045,30.446474,4.456438,0.101,0.006586638,0.016,0.0014637021
Mexico,2007,5.209547,8.249913,0.009,0.248,27.339674,3.9571528,0.101,0.035895593,0.019,0.0013024505
Mexico,2008,6.696116,7.896158,0.019,0.255,39.223907,5.520945,0.101,0.035892416,0.019,0.0026743375
Mexico,2009,4.9565783,7.547069,0.027,0.59635276,26.722006,3.7718177,0.425,0.08417534,0.0251,0.0038110623
Mexico,2010,6.283124,7.4460497,0.031,1.2391111,37.15799,5.060967,0.519,0.16876855,0.0298,0.0042222464
Mexico,2011,5.886854,7.3669243,0.041,1.6483214,36.27042,4.685401,0.601,0.21292964,0.0424,0.005296361
Mexico,2012,5.4620795,6.7609353,0.069,3.6883104,31.910688,4.0740156,1.815,0.47088408,0.0728,0.008809186
Mexico,2013,5.06007,7.322261,0.106,4.184544,28.021322,3.5412524,2.122,0.5288304,0.109,0.013395963
Mexico,2014,6.727102,7.1366343,0.221,6.4261966,38.89277,4.907347,2.569,0.81083405,0.174,0.027884968
Mexico,2015,6.0522633,7.632154,0.2021975,8.745094,30.89154,3.8796492,3.271,1.098291,0.287,0.025393857
Mexico,2016,6.1314926,7.6092916,0.25227612,10.378095,30.697353,3.7838523,4.051,1.2792367,0.6326,0.031096343
Mexico,2017,6.372722,8.123817,1.1865062,10.6197815,31.847656,3.84663,4.199372,1.2826806,1.12574,0.14330882
Mexico,2018,6.939361,7.648148,3.18,13.088611,32.485554,3.9177847,4.875635,1.5784972,2.541,0.3835106
Mexico,2019,7.0507708,7.452208,7.366667,16.726667,23.608055,2.9550245,6.050260000000001,2.09368,4.426208,0.922087
Mexico,2020,9.475372,7.0345683,9.452778,19.70226,26.935242,3.9604142,6.504433,2.896915,5.149,1.389886
Mexico,2021,10.514754,6.9060345,11.907885,20.90211,34.722054,4.817839,7.69153,2.9002602,7.026,1.6522719
Pakistan,1965,7.8989325,0.0,0.0,0.0,2.196442,7.8989325,,0.0,,0.0
Pakistan,1966,7.8401713,0.0,0.0,0.0,2.196442,7.8401713,,0.0,,0.0
Pakistan,1967,8.392018,0.0,0.0,0.0,2.6030266,8.392018,,0.0,,0.0
Pakistan,1968,8.885178,0.0,0.0,0.0,3.128935,8.885178,,0.0,,0.0
Pakistan,1969,9.32975,0.0,0.0,0.0,3.3012917,9.32975,,0.0,,0.0
Pakistan,1970,8.390381,0.0,0.0,0.0,2.9212234,8.390381,,0.0,,0.0
Pakistan,1971,11.718862,0.0,0.0,0.0,3.8139422,11.718862,,0.0,,0.0
Pakistan,1972,13.253896,0.0,0.0,0.0,4.012815,13.253896,,0.0,,0.0
Pakistan,1973,13.087776,0.0,0.0,0.0,4.233785,13.087776,,0.0,,0.0
Pakistan,1974,12.144384,0.0,0.0,0.0,4.2558823,12.144384,,0.0,,0.0
Pakistan,1975,13.310854,0.0,0.0,0.0,4.896695,13.310854,,0.0,,0.0
Pakistan,1976,14.231518,0.0,0.0,0.0,5.3165383,14.231518,,0.0,,0.0
Pakistan,1977,15.620375,0.0,0.0,0.0,6.3153224,15.620375,,0.0,,0.0
Pakistan,1978,18.110394,0.0,0.0,0.0,7.8400154,18.110394,,0.0,,0.0
Pakistan,1979,17.961802,0.0,0.0,0.0,8.476409,17.961802,,0.0,,0.0
Pakistan,1980,16.982367,0.0,0.0,0.0,8.887413,16.982367,,0.0,,0.0
Pakistan,1981,16.494284,0.0,0.0,0.0,9.28074,16.494284,,0.0,,0.0
Pakistan,1982,16.829155,0.0,0.0,0.0,10.443042,16.829155,,0.0,,0.0
Pakistan,1983,18.234488,0.0,0.0,0.0,12.095898,18.234488,,0.0,,0.0
Pakistan,1984,17.859362,0.0,0.0,0.0,12.537838,17.859362,,0.0,,0.0
Pakistan,1985,17.652674,0.0,0.0,0.0,13.023972,17.652674,,0.0,,0.0
Pakistan,1986,15.92544,0.0,0.0,0.0,12.453869,15.92544,,0.0,,0.0
Pakistan,1987,18.666111,0.0,0.0,0.0,16.373877,18.666111,,0.0,,0.0
Pakistan,1988,18.419365,0.0,0.0,0.0,17.16495,18.419365,,0.0,,0.0
Pakistan,1989,17.649538,0.0,0.0,0.0,17.443373,17.649538,,0.0,,0.0
Pakistan,1990,16.537376,0.0,0.0,0.0,17.0854,16.537376,,0.0,,0.0
Pakistan,1991,16.70148,0.0,0.0,0.0,18.283058,16.70148,,0.0,,0.0
Pakistan,1992,17.344545,0.0,0.0,0.0,19.944752,17.344545,,0.0,,0.0
Pakistan,1993,17.234846,0.0,0.0,0.0,21.933483,17.234846,,0.0,,0.0
Pakistan,1994,16.347652,0.0,0.0,0.0,21.526897,16.347652,,0.0,,0.0
Pakistan,1995,16.378124,0.0,0.0,0.0,22.746653,16.378124,,0.0,,0.0
Pakistan,1996,16.762865,0.0,0.0,0.0,24.797253,16.762865,,0.0,0.0,0.0
Pakistan,1997,12.898634,0.0,0.0,0.0,18.446575,12.898634,0.0,0.0,0.0,0.0
Pakistan,1998,15.707119,0.0,0.0,0.0,24.107826,15.707119,0.0,0.0,0.0,0.0
Pakistan,1999,13.423368,0.0,0.0,0.0,21.5048,13.423368,0.0,0.0,0.0,0.0
Pakistan,2000,11.344158,0.9267,0.0,0.0,17.558277,10.732646,0.0,0.0,0.0,0.0
Pakistan,2001,11.41505,0.8721,0.0,0.0,18.291897,10.852812,0.0,0.0,0.0,0.0
Pakistan,2002,12.188603,0.9608,0.0,0.0,20.417627,11.592025,0.0,0.0,0.0,0.0
Pakistan,2003,13.333745,1.0411,0.0,0.0,24.5975,12.740202,0.0,0.0,0.0,0.0
Pakistan,2004,12.676343,1.0764,0.0,0.0,26.216,12.124859,0.0,0.0,0.0,0.0
Pakistan,2005,13.59751,0.0,0.0,0.0,30.699635,13.59751,0.0,0.0,0.0,0.0
Pakistan,2006,12.633492,0.0,0.0,0.0,30.250881,12.633492,0.0,0.0,0.0,0.0
Pakistan,2007,12.365368,0.0,0.000202,0.0,31.678736,12.365289,0.0,0.0,0.00014,7.899143e-05
Pakistan,2008,10.553434,0.0,0.001584,0.0,27.339064,10.552824,0.006,0.0,0.00114,0.00061050215
Pakistan,2009,10.885857,0.0,0.005328,0.0,28.745743,10.883838,0.006,0.0,0.00667,0.002018574
Pakistan,2010,11.174628,0.0,0.013428,0.0,29.809982,11.169597,0.006,0.0,0.009275,0.005031391
Pakistan,2011,11.411279,0.0,0.02683,0.0,30.59442,11.40128,0.006,0.0,0.018632,0.009998438
Pakistan,2012,4.3177876,0.0,0.06597,0.019,10.74654,4.283916,0.056155,0.007573994,0.045783,0.026297772
Pakistan,2013,11.522516,0.0,0.14489,0.15137164,31.485884,11.415106,0.106055,0.054879323,0.100658,0.052529417
Pakistan,2014,11.496394,0.0,0.238108,0.31336787,32.376305,11.303852,0.205555,0.109409146,0.165363,0.08313292
Pakistan,2015,11.174579,0.07967607,0.381823,0.598594,32.779472,10.819788,0.308355,0.19758281,0.265512,0.12603146
Pakistan,2016,11.086973,0.5322557,0.716873,0.9181191,34.57764,10.404052,0.5906549999999999,0.27625245,0.5895050000000001,0.21569961
Pakistan,2017,9.67495,1.0753148,0.984052,1.7629018,30.204067,8.534332,0.7891549999999999,0.49811807,0.6546989999999999,0.27804953
Pakistan,2018,9.416381,1.0303783,1.023203,2.83179,29.479803,8.028025,1.185855,0.7711612,0.6791090000000001,0.27864158
Pakistan,2019,11.015738,0.61805326,1.068956,3.1482446,36.136223,9.684885,1.235855,0.8437624,0.763313,0.2864914
Pakistan,2020,12.021025,0.6342793,1.2047964,2.7321582,39.98724,10.754805,1.235855,0.7348301,0.860313,0.32403708
Pakistan,2021,10.622897,0.70214427,1.5170892,3.4323654,37.685818,9.204771,1.335155,0.8383562,1.0833130000000002,0.37054947
United States,1965,4.36887,13.332232,0.0,0.0,198.97409,4.074629,,0.0,,0.0
United States,1966,4.171402,14.062007,0.0,0.0,199.9369,3.8774655,,0.0,,0.0
United States,1967,4.542216,14.073571,0.0,0.0,227.22081,4.258249,,0.0,,0.0
United States,1968,4.3309736,15.546045,0.0,0.0,228.15471,4.0351424,,0.0,,0.0
United States,1969,4.5988784,16.22706,0.0,0.0,256.02853,4.3056097,,0.0,,0.0
United States,1970,4.400803,16.235903,0.0,0.0,253.49237,4.1172185,,0.0,,0.0
United States,1971,4.614475,16.584414,0.0,0.0,272.254,4.3307962,,0.0,,0.0
United States,1972,4.526047,18.67298,0.0,0.0,278.71597,4.2234125,,0.0,,0.0
United States,1973,4.3547597,19.989693,0.0,0.0,278.2127,4.0446424,,0.0,,0.0
United States,1974,4.902865,20.404264,0.0,0.0,307.28464,4.5792236,,0.0,,0.0
United States,1975,5.006975,19.754301,0.0,0.0,306.2148,4.6868434,,0.0,,0.0
United States,1976,4.5527077,22.564754,0.0,0.0,289.82245,4.2058325,,0.0,,0.0
United States,1977,3.549314,23.536121,0.0,0.0,225.85725,3.196156,,0.0,,0.0
United States,1978,4.3275704,24.678787,0.0,0.0,286.32852,3.963944,,0.0,,0.0
United States,1979,4.2914057,25.756037,0.0,0.0,285.93533,3.9172165,,0.0,,0.0
United States,1980,4.419221,26.656116,0.0,0.0,282.0021,4.0183063,,0.0,,0.0
United States,1981,4.3367486,27.377604,0.0,0.0,266.50977,3.9133127,,0.0,,0.0
United States,1982,5.2567115,26.405048,0.0,0.0,315.5293,4.8297443,,0.0,,0.0
United States,1983,5.6848154,29.8046,0.003,0.002694949,338.67764,5.202278,,4.1413e-05,,4.6030476e-05
United States,1984,5.3343606,35.595325,0.00530101,0.006555556,327.58725,4.7869487,,9.581531e-05,,7.742097e-05
United States,1985,4.765776,36.392895,0.010737374,0.005820202,287.18237,4.2072177,,8.532507e-05,,0.00015730227
United States,1986,4.898404,38.70167,0.014173737,0.004231313,296.97498,4.3105893,,6.135883e-05,,0.00020573207
United States,1987,4.2147536,42.665432,0.01060303,0.003576768,255.4102,3.5868316,,5.026266e-05,,0.0001489028
United States,1988,3.6649997,42.394062,0.009185859,0.000879798,228.38464,3.0676105,,1.1822808e-05,,0.00012340135
United States,1989,4.3015428,48.854267,0.2531323,2.1333768,274.72418,3.6027658,,0.02797736,,0.0033196073
United States,1990,4.7246766,57.459316,0.37079495,2.8167677,292.2809,3.8230917,,0.036843874,,0.0048500705
United States,1991,4.7242856,60.55176,0.4782529,2.9807587,287.32602,3.7633247,,0.039041236,,0.006264038
United States,1992,4.261231,64.815414,0.40884447,2.9166899,251.42567,3.2452393,,0.037646737,,0.0052770986
United States,1993,4.5714097,66.92472,0.47516188,3.0361888,279.25095,3.530317,,0.03838379,,0.0060070422
United States,1994,4.2548165,66.35486,0.5018728,3.4819283,259.3413,3.2193832,,0.04322358,,0.006230094
United States,1995,4.762141,63.26508,0.5144716,3.1962152,311.21982,3.7807684,,0.038828343,,0.0062499167
United States,1996,5.0185714,64.82596,0.54134125,3.2667363,347.54947,4.084431,,0.038390968,0.0139,0.0063618887
United States,1997,5.115221,65.82008,0.5326957,3.3212476,355.9731,4.152261,1.611,0.038740803,0.0146,0.0062136473
United States,1998,4.695757,65.61713,0.52465934,3.0562587,322.08926,3.7331295,2.141,0.035423122,0.0152,0.006080988
United States,1999,4.5834517,66.47772,0.5183421,4.5333314,316.6052,3.6056008,2.445,0.05162703,0.0166,0.005903045
United States,2000,4.027357,66.582825,0.51851267,5.649759,272.76135,3.0383854,2.377,0.06293467,0.176,0.0057758964
United States,2001,3.421371,66.83044,0.5743511,6.8053846,210.24,2.3835363,3.864,0.07715412,0.213,0.006511542
United States,2002,4.0155067,71.78936,0.6015976,10.458869,258.16757,2.8654375,4.417,0.11608443,0.255,0.0066772145
United States,2003,4.1800404,71.33214,0.6106543,11.30047,269.97098,2.967953,5.995,0.12423286,0.293,0.00671329
United States,2004,4.1015115,71.94537,0.69813246,14.286607,262.55466,2.8128626,6.456,0.15305866,0.363,0.0074793976
United States,2005,4.219231,72.59806,0.74890065,17.990454,266.42773,2.834965,8.706,0.19143015,0.493,0.007968791
United States,2006,4.6788607,73.08227,0.82443213,26.857714,285.544,3.0432415,11.329,0.28624138,0.6980000000000001,0.008786548
United States,2007,4.3730087,73.86955,1.0954105,34.797905,243.04407,2.539321,16.515,0.36356807,0.974,0.011444834
United States,2008,5.0045505,73.551476,1.6330626,55.922325,251.05386,2.6716993,24.651,0.59512186,1.153,0.017378947
United States,2009,5.8000064,73.15986,2.0759604,74.632454,271.53308,3.0205047,34.296,0.8302034,1.614,0.023092758
United States,2010,5.8405547,75.061844,3.0130365,95.60833,257.2747,2.7515795,39.135,1.0225409,2.9090000000000003,0.032224737
United States,2011,6.8973193,75.77516,4.738904,121.3905,316.09534,3.38955,45.676,1.3016932,5.172,0.05081616
United States,2012,6.886334,77.0361,9.037014,142.24414,274.03003,2.9997473,59.075,1.5571158,8.137,0.09892624
United States,2013,7.1346164,80.665535,16.039696,169.5351,266.54984,2.8236425,59.973,1.7959362,11.759,0.16991329
United States,2014,7.262891,84.07023,29.216162,183.49019,255.75058,2.6652083,64.23201999999999,1.9121739,15.984,0.30446523
