Entity,Year,Renewables (% equivalent primary energy),Geo Biomass Other - TWh,Solar Generation - TWh,Wind Generation - TWh,Hydro Generation - TWh,Hydro (% equivalent primary energy),Wind Capacity,Wind (% equivalent primary energy),Solar Capacity,Solar (% equivalent primary energy)
United States,2015,7.468743,83.73627,39.42626,192.645,246.45312,2.5777395,72.57302,2.0149415,21.684,0.41237307
United States,2016,8.285086,82.722565,55.4202,229.28542,263.76367,2.7450182,81.286,2.3861992,32.958,0.57676435
United States,2017,9.082049,82.80032,78.05758,256.8714,296.80646,3.0593252,87.59700000000001,2.6476958,41.357,0.8045766
United States,2018,8.964939,81.8932,94.30808,275.42166,289.5146,2.8621294,94.516,2.7228076,49.812,0.9323259
United States,2019,9.315263,76.82054,107.97374,298.8712,285.46765,2.8319073,104.0522,2.9648738,59.068,1.0711253
United States,2020,10.532232,74.30732,132.04141,341.35156,282.7805,3.0197885,118.7317,3.645264,73.8137,1.4100589
United States,2021,10.655991,75.490265,165.35657,383.60327,257.6901,2.6109571,132.7376,3.88673,93.713016,1.6754191
Upper-middle-income countries,1965,4.3184595,0.1,0.0,0.0,152.27177,4.3153996,,0.0,,0.0
Upper-middle-income countries,1966,4.4615235,0.122,0.0,0.0,167.89096,4.4580264,,0.0,,0.0
Upper-middle-income countries,1967,4.273017,0.173,0.0,0.0,165.4073,4.2681975,,0.0,,0.0
Upper-middle-income countries,1968,4.6726136,0.179,0.0,0.0,188.62204,4.667832,,0.0,,0.0
Upper-middle-income countries,1969,4.735554,0.178,0.0,0.0,205.10785,4.7311215,,0.0,,0.0
Upper-middle-income countries,1970,4.8067007,0.73693335,0.0,0.0,225.91513,4.7898335,,0.0,,0.0
Upper-middle-income countries,1971,4.719804,1.081386,0.0,0.0,238.32199,4.696797,,0.0,,0.0
Upper-middle-income countries,1972,4.7060046,1.1945976,0.0,0.0,252.11792,4.6820555,,0.0,,0.0
Upper-middle-income countries,1973,4.693267,1.3987706,0.0,0.0,266.36102,4.6671467,,0.0,,0.0
Upper-middle-income countries,1974,4.941558,1.782155,0.0,0.0,294.50247,4.9104056,,0.0,,0.0
Upper-middle-income countries,1975,4.7602396,2.124168,0.0,0.0,301.79132,4.7253075,,0.0,,0.0
Upper-middle-income countries,1976,4.931159,2.1123004,0.0,0.0,328.0921,4.8981524,,0.0,,0.0
Upper-middle-income countries,1977,5.0756516,2.4248486,0.0,0.0,356.61304,5.0396614,,0.0,,0.0
Upper-middle-income countries,1978,5.202713,2.551917,0.0,0.0,387.17798,5.166906,,0.0,,0.0
Upper-middle-income countries,1979,5.435871,3.4140034,0.0,0.0,417.97656,5.3899207,,0.0,,0.0
Upper-middle-income countries,1980,5.8015184,3.267526,0.0,0.0,457.50806,5.7585015,,0.0,,0.0
Upper-middle-income countries,1981,5.998505,3.322641,0.0,0.0,481.1348,5.9555373,,0.0,,0.0
Upper-middle-income countries,1982,5.939503,3.9714477,0.0,0.0,491.29395,5.8899665,,0.0,,0.0
Upper-middle-income countries,1983,6.0472345,4.8714304,0.0,0.0,513.93713,5.9878535,,0.0,,0.0
Upper-middle-income countries,1984,6.3457727,4.8097672,0.0,0.0,565.66754,6.289964,,0.0,,0.0
Upper-middle-income countries,1985,7.0295277,5.270132,0.0,0.0,552.905,6.960393,,0.0,,0.0
Upper-middle-income countries,1986,6.9211235,7.175523,0.0,0.0,561.52435,6.831894,,0.0,,0.0
Upper-middle-income countries,1987,6.8439164,8.556504,0.0,0.0,580.2076,6.7428074,,0.0,,0.0
Upper-middle-income countries,1988,6.964938,8.604335,0.0,0.0,615.29175,6.867556,,0.0,,0.0
Upper-middle-income countries,1989,6.9093986,8.687334,0.0,0.0,622.0973,6.8129153,,0.0,,0.0
Upper-middle-income countries,1990,7.1774073,9.761246,0.003,0.004030303,646.0049,7.0689654,,4.4098626e-05,,3.2791286e-05
Upper-middle-income countries,1991,7.235814,10.6435,0.004,0.010090909,655.9739,7.11827,,0.00010948129,,4.342554e-05
Upper-middle-income countries,1992,7.3942065,12.21343,0.006,0.13231313,673.77454,7.2584434,,0.0014253377,,6.456503e-05
Upper-middle-income countries,1993,7.973221,12.419122,0.008,0.21312122,731.1241,7.835009,,0.0022838446,,8.577007e-05
Upper-middle-income countries,1994,8.28998,12.970516,0.01,0.38883838,760.0239,8.14316,,0.0041661235,,0.000107091524
Upper-middle-income countries,1995,8.832221,16.270248,0.012,0.6231617,810.6497,8.645663,,0.006646067,,0.00012793922
Upper-middle-income countries,1996,8.5750675,15.909506,0.015,0.11195739,805.9062,8.402124,,0.0011672722,0.011,0.00015640739
Upper-middle-income countries,1997,8.838724,17.664257,0.017,0.2291718,827.0683,8.643982,0.193,0.0023951773,0.0155,0.00017770172
Upper-middle-income countries,1998,9.01642,17.924223,0.021017,0.41409656,841.7729,8.816585,0.271,0.0043370994,0.021,0.00022011231
Upper-middle-income countries,1999,8.883931,18.730337,0.024026003,0.5486184,839.6173,8.676307,0.344,0.0056692404,0.029,0.00024826097
Upper-middle-income countries,2000,9.069065,19.686937,0.040171012,0.68075705,882.9199,8.8560505,0.460012,0.0068282103,0.047655003,0.00040288482
Upper-middle-income countries,2001,9.044002,20.819883,0.05251175,0.8881529,908.9122,8.8225,0.534529,0.008621021,0.053397,0.0005096833
Upper-middle-income countries,2002,8.917044,22.078188,0.07309825,1.0481788,939.4573,8.690463,0.607658,0.009696141,0.073207,0.00067625265
Upper-middle-income countries,2003,8.187703,25.544567,0.09237,1.2321237,942.5075,7.947538,0.715889,0.01038963,0.084356995,0.00077889947
Upper-middle-income countries,2004,8.345793,27.178822,0.10852172,1.5631238,1065.1874,8.111887,0.93498895,0.011903888,0.094859,0.0008264742
Upper-middle-income countries,2005,8.201273,32.38058,0.11962465,2.2641604,1127.4957,7.9389653,1.247989,0.015942477,0.159959,0.00084235653
Upper-middle-income countries,2006,8.11415,35.204227,0.16018488,4.2974706,1196.5938,7.8342133,2.606329,0.028135918,0.209869,0.0010487451
Upper-middle-income countries,2007,8.058006,42.788284,0.18198706,6.9248147,1255.337,7.725489,4.836329,0.042616095,0.254489,0.0011199618
Upper-middle-income countries,2008,8.728526,49.19121,0.2317504,15.638934,1401.0459,8.311083,9.484396,0.09277099,0.309595,0.0013747541
Upper-middle-income countries,2009,8.697507,59.508556,0.3777941,31.327564,1395.7435,8.125275,19.934596000000003,0.18237245,0.48509497,0.0021993644
Upper-middle-income countries,2010,9.102673,74.54249,0.83761156,56.830887,1528.0691,8.329259,33.446965,0.30977598,1.134408,0.0045657023
Upper-middle-income countries,2011,8.733964,79.25061,2.9351032,85.548935,1532.4834,7.82215,51.85634,0.43666148,3.4042173,0.014981389
Upper-middle-income countries,2012,9.41079,85.57236,5.158471,122.00638,1691.3461,8.30458,70.47971000000001,0.59905624,8.288913,0.025328338
Upper-middle-income countries,2013,9.651475,100.08006,12.199564,163.45099,1732.4316,8.262723,88.095234,0.77956915,20.901484,0.058185
Upper-middle-income countries,2014,10.283713,118.033714,30.022041,195.65407,1854.0936,8.600808,113.062375,0.9076042,33.521773,0.13926691
Upper-middle-income countries,2015,10.77471,130.78865,49.11272,241.32773,1910.0933,8.745689,152.18525,1.1049604,49.487402,0.22487105
Upper-middle-income countries,2016,11.453041,143.66344,79.14214,315.18817,1998.7864,8.936158,174.91392000000002,1.4091405,86.91714,0.35382804
Upper-middle-income countries,2017,11.880961,166.1108,137.13666,393.85367,2016.7548,8.732356,194.65816,1.7053488,145.83273000000003,0.5937886
Upper-middle-income countries,2018,12.425097,187.72731,208.11162,466.95074,2085.2478,8.684197,219.8074,1.9446576,196.80761,0.8666991
Upper-middle-income countries,2019,13.105095,211.42967,267.2898,526.37823,2185.3562,8.862996,248.49834,2.1347954,233.24031,1.0840284
Upper-middle-income countries,2020,13.998779,240.18889,316.23578,601.05023,2230.8035,9.088311,326.86666,2.4486833,289.18834000000004,1.288347
Upper-middle-income countries,2021,14.183052,274.83862,394.1069,819.2928,2179.6865,8.300834,382.875,3.1200883,351.68762,1.5008656
