feature,PC1,PC2
avg_renew_share,0.3651041651322479,-0.05199818604814971
latest_renew_share,0.4223196801471344,0.033438011085654494
renew_share_growth,0.42504108130086654,0.1569993947096537
renew_share_volatility,0.435189192523378,0.08654343688831995
avg_wind_share,0.43123962880108735,0.027540835537741417
avg_solar_share,0.15669437441540862,0.12982500825403787
avg_hydro_share,-0.2842269828899,-0.09435007598004805
latest_wind_cap,-0.10636944198328023,0.6836121441186541
latest_solar_cap,-0.12520104579627656,0.68571056637657
