Entity,avg_renew_share,latest_renew_share,renew_share_growth,renew_share_volatility,avg_wind_share,avg_solar_share,avg_hydro_share,latest_wind_cap,latest_solar_cap,cluster
Denmark,50.235956,78.947365,4.103019713235285,21.18202585576165,34.43585752941176,1.476812614117647,0.05920255758823528,7.013565,1.540294,0
China,21.57161511764706,28.907642,0.8825453749999955,4.592612050668523,2.8108859176470586,1.0008970765470588,16.89046355882353,328.97344,306.4028,1
France,15.747027500000002,22.231913,0.7745461740196032,4.094791318022141,3.1526331041176467,1.0287699299235293,10.395254588235295,18.676002,14.709225,1
Germany,25.26627252941177,39.64001,2.080413698529407,10.649866555221738,11.317633747058823,4.265002522352941,3.224414417647058,63.76,58.459,1
India,16.643642352941175,19.384392,0.14524074019607944,1.579181478896066,2.5910247270588234,0.9812520737647058,11.46840705882353,40.067266,49.341508000000005,1
Japan,14.010847705882354,22.610664,0.8100664044117625,4.363440852739882,0.51058318,2.9431291282352947,7.884210864705882,4.471,74.191,1
Mexico,18.594046647058825,23.9353,0.1374425441176456,2.0829906522891237,2.184648538764706,0.6482231970117647,11.104659576470587,7.69153,7.026,1
Pakistan,31.437108823529417,29.739628,-0.32979266911764754,2.4830827016328225,0.7618873386176471,0.29358346626470594,29.21656088235294,1.335155,1.0833130000000002,1
United States,13.565944882352941,20.749863,0.7819044509803895,4.049505294225157,4.118927047058824,1.0226499661764705,6.561309770588235,132.7376,93.713016,1
