country,series,order,train_start,train_end,test_start,test_end,mae,rmse,mape_percent,aic
Denmark,Renewables (% electricity),"(0, 2, 2)",1985,2014,2015,2022,4.824478514766996,5.831391529406517,6.568786979175711,153.3650854063288
