,PC1,PC2
avg_renew_share,0.5659637428090836,-0.1008348100622222
latest_renew_share,0.56725386257584,0.02515045766115777
renew_share_growth,0.015555393991580319,0.5662184710104398
avg_wind_share,0.11588789203932363,0.46974924129607853
avg_solar_share,0.016187010076554726,0.4606191053668376
avg_hydro_share,0.5252386233264816,-0.2576073281367499
renew_share_sd,0.2609568789774588,0.41158303318869505
